model,stage,instance_id,chain_id,chain_type,scenario_group,scenario_group_ja,excluded_non_alert_gold,action_step_recall_hits,action_step_recall_total,critical_evidence_recall_hits,critical_evidence_recall_total,behavior_sequence_order_hits,behavior_sequence_order_total,candidate_claim_precision_hits,candidate_claim_precision_total,overclaim_slot_count,action_step_recall,critical_evidence_recall,behavior_sequence_order,candidate_claim_precision,source_path,dataset_label,source_set,framework_group,evaluation_unit,replicate,contract,run_json,source_score_path,reviewed_at_utc,gold_file,format_failure_note,review1_pass,review2_pass,two_review_adoptable,adjudication_note,candidate_step_count,normalized_candidate_step_count,reviewer_a_source,reviewer_b_source,review_summary,run_id,input_tokens,output_tokens,cached_input_tokens,reasoning_effort,run_path_in_handoff,local_price_estimated_cost_usd,completed_at_utc,call_total_usd,effective_cost_usd,cost_source,duration_seconds_from_runid_to_costlog
gpt-4.1-mini,stage1,chain_26_e18_python_simplehttpserver_network_chain_stage1,chain_26_e18_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,3,6,0,2,0,1,3,8,5,0.5,0.0,0.0,0.375,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_26_stage1_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_26_stage1_codex_adjudicated_score.json,,,,,,,,,,,,,20260611T041454Z_chain_26_e18_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,68630,3748,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage1\chain_26_e18_python_simplehttpserver_network_chain_stage1_run.json,0.0334488,,,0.0334488,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_01_e01_dns_packet_capture_batch_chain_stage2,chain_01_e01_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,False,0,9,0,3,0,2,0,0,0,0.0,0.0,0.0,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_01_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_01_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T050504Z_chain_01_e01_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,5739,456,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_01_e01_dns_packet_capture_batch_chain_stage2_run.json,0.0030252,,,0.0030252,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_02_e01_python_simplehttpserver_network_chain_stage2,chain_02_e01_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,1,6,0,2,0,1,1,28,27,0.16666666666666666,0.0,0.0,0.03571428571428571,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_02_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_02_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T052256Z_chain_02_e01_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,56966,5202,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_02_e01_python_simplehttpserver_network_chain_stage2_run.json,0.0311096,,,0.0311096,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_04_e03_dns_packet_capture_batch_chain_stage2,chain_04_e03_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,False,3,6,0,2,0,1,3,16,13,0.5,0.0,0.0,0.1875,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_04_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_04_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T062255Z_chain_04_e03_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,31385,3424,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_04_e03_dns_packet_capture_batch_chain_stage2_run.json,0.018032400000000004,,,0.018032400000000004,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_05_e03_python_simplehttpserver_network_chain_stage2,chain_05_e03_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,1,6,0,2,0,1,1,8,7,0.16666666666666666,0.0,0.0,0.125,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_05_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_05_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T063150Z_chain_05_e03_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,23258,2033,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_05_e03_python_simplehttpserver_network_chain_stage2_run.json,0.012556000000000001,,,0.012556000000000001,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_06_e04_python_simplehttpserver_network_chain_stage2,chain_06_e04_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,3,6,0,2,0,1,3,8,5,0.5,0.0,0.0,0.375,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_06_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_06_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T063918Z_chain_06_e04_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,21855,2101,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_06_e04_python_simplehttpserver_network_chain_stage2_run.json,0.012103599999999999,,,0.012103599999999999,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_07_e05_sublime_python_script_execution_chain_stage2,chain_07_e05_sublime_python_script_execution_chain,sublime_python_script_execution_chain,multi_step_tool_chain,複数段ツールチェーン,False,11,30,0,10,2,9,11,16,5,0.36666666666666664,0.0,0.2222222222222222,0.6875,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_07_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,script_execution_chain,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_07_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T065655Z_chain_07_e05_sublime_python_script_execution_chain_stage2_gpt-4.1-mini_official,41212,4382,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_07_e05_sublime_python_script_execution_chain_stage2_run.json,0.023496,,,0.023496,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_09_e07_cmdexe_other_chain_stage2,chain_09_e07_cmdexe_other_chain,cmdexe_other_chain,explicit_execution_chain,明示的実行チェーン,False,1,6,0,2,0,1,1,4,3,0.16666666666666666,0.0,0.0,0.25,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_09_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,command_shell_execution,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_09_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T072357Z_chain_09_e07_cmdexe_other_chain_stage2_gpt-4.1-mini_official,23297,1834,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_09_e07_cmdexe_other_chain_stage2_run.json,0.0122532,,,0.0122532,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_10_e07_discord_run_key_registry_chain_stage2,chain_10_e07_discord_run_key_registry_chain,discord_run_key_registry_chain,semantic_interpretation_chain,意味解釈型チェーン,False,6,9,0,3,0,2,5,8,3,0.6666666666666666,0.0,0.0,0.625,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_10_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,persistence_registry_run_key,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_10_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T075223Z_chain_10_e07_discord_run_key_registry_chain_stage2_gpt-4.1-mini_official,38900,2687,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_10_e07_discord_run_key_registry_chain_stage2_run.json,0.0198592,,,0.0198592,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_11_e07_sublime_python_script_execution_chain_stage2,chain_11_e07_sublime_python_script_execution_chain,sublime_python_script_execution_chain,multi_step_tool_chain,複数段ツールチェーン,False,11,18,0,6,1,5,6,12,6,0.6111111111111112,0.0,0.2,0.5,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_11_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,script_execution_chain,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_11_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T082017Z_chain_11_e07_sublime_python_script_execution_chain_stage2_gpt-4.1-mini_official,20531,2276,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_11_e07_sublime_python_script_execution_chain_stage2_run.json,0.011854,,,0.011854,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_12_e08_python_simplehttpserver_network_chain_stage2,chain_12_e08_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,1,6,0,2,0,1,1,8,7,0.16666666666666666,0.0,0.0,0.125,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_12_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_12_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T083523Z_chain_12_e08_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,43553,2531,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_12_e08_python_simplehttpserver_network_chain_stage2_run.json,0.0214708,,,0.0214708,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_13_e09_dns_packet_capture_batch_chain_stage2,chain_13_e09_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,False,8,15,0,5,0,4,8,24,16,0.5333333333333333,0.0,0.0,0.3333333333333333,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_13_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_13_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T085837Z_chain_13_e09_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,34559,3926,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_13_e09_dns_packet_capture_batch_chain_stage2_run.json,0.0201052,,,0.0201052,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_14_e09_python_simplehttpserver_network_chain_stage2,chain_14_e09_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,3,6,0,2,0,1,3,16,13,0.5,0.0,0.0,0.1875,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_14_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_14_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T101410Z_chain_14_e09_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,61407,4715,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_14_e09_python_simplehttpserver_network_chain_stage2_run.json,0.032106800000000005,,,0.032106800000000005,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_15_e10_python_simplehttpserver_network_chain_stage2,chain_15_e10_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,3,6,0,2,0,1,3,20,17,0.5,0.0,0.0,0.15,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_15_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_15_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T104522Z_chain_15_e10_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,93508,4960,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_15_e10_python_simplehttpserver_network_chain_stage2_run.json,0.045339199999999996,,,0.045339199999999996,local_price_estimate_no_cost_log,
gpt-4.1-mini,stage2,chain_16_e11_python_simplehttpserver_network_chain_stage2,chain_16_e11_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,3,6,0,2,0,1,3,4,1,0.5,0.0,0.0,0.75,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_16_stage2_codex_adjudicated_score.json,gpt-4.1-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review\final_chain_16_stage2_codex_adjudicated_score.json,,,,,,,,,,,,,20260610T111812Z_chain_16_e11_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,56128,3835,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-4.1-mini\stage2\chain_16_e11_python_simplehttpserver_network_chain_stage2_run.json,0.0285872,,,0.0285872,local_price_estimate_no_cost_log,
